m_id,m_reseau,m_nom,m_intro,m_special,m_addr1,m_addr2,m_cp,m_dpt,m_ville,m_pays,m_horaire,m_horaire_fin,m_tel,m_tel2,m_telprive,m_web,m_contact,m_contact2,m_mail,m_mail_prods,m_mail_mag,m_latitude,m_longitude,m_region,m_bio,m_double,m_modif,m_photo
15,1,La Gamme Paysanne,"Premier magasin de producteurs créé en Isère, le noyau dur de la SARL La Gamme Paysanne se compose de 7 exploitations agricoles investies à temps plein. 27 autres exploitations agricoles leur fournissent de quoi compléter la gamme de produits.<br><br>Horaires d&#146;ouverture du magasin:<br>Lundi, mercredi, jeudi et vendredi : de 9h00 à 12h30 et de 14h30 à 19h00<br>Samedi : de 09h00 à 19h00<br>Dimanche et jours fériés : de 09h00 à 12h30",Nombreux coulis de fruits - Sorbets - Fruits au sirop - Veaux de lait - Pigeons,763 Route de Grenoble,-,38260,38,La Frette,France,-,0,474546525,-,0,www.gammepaysanne.fr,-,-,,pdesormeau@terre-net.fr,gamme.paysanne@terre-net.fr,45.3863,5.37044,22,1,0,1,1
16,0,Les Fermiers de la Dombes,Point de vente ouvert depuis 1987 où 16 agriculteurs de l&#146;Ain se relaient à tour de rôle pour vendre les produits de leurs exploitations.,Poissons des étangs de la Dombes - Vin de Cerdon - Volailles festives - Escargots - Foie gras de canard,1211 avenue Charles de Gaulle,-,1330,1,Villars-Les-Dombes,France,-,0,474981666,-,0,www.lesfermiersdeladombes.com,-,-,,"mc.delpon@wanadoo.fr,goujon01@hotmail.com,gaec.des.ruisseaux@orange.fr,maison.fusillet@free.fr,fontenailles@gmail.com,phileofamily@hotmail.fr",,45.9961,5.0278,22,1,0,1,0
17,0,A la ferme," Situé dans la vallée, entre le parc naturel régional de la Chartreuse et celui du Massif des Bauges, ce magasin créé en 2007 propose les produits d’une quarantaine de producteurs. L’approvisionnement local est privilégié et grâce à une nature généreuse leur gamme de produits est très diversifiée. Par exemple on trouve des fromages frais et affinés de vache, chèvre et brebis. Egalement toutes les sortes de viande comme du veau, du boeuf bio, de l’agneau, des volailles, du porc. Le magasin vend aussi des poissons sauvages péchés dans les eaux du lac du Bourget ou dans celles du lac Leman.<br><br>HORAIRES<br>Du mercredi au vendredi : 9h/12h et 15h/19h<br>Le samedi : 9h/12h et 15h/18h<br>",Vins de Savoie - Pain bio - Huile de noix - Pâtisseries - Gelée royale bio,Route Nationale 90,-,38530,38,La Buissière,France,-,0,476719967,-,0,-,-,-,,contact@iserevergers.fr,alaferme@free.fr,45.4125,5.98381,22,4,0,1,0
18,1,Au Garde Manger,Ils sont 13 producteurs associés qui souhaitent faire partager leur métier et leur passion aux consommateurs.<br><br>HORAIRES<br>Du mercredi au samedi : 9h - 19h sans interruption,,28 avenue du Général de Gaulle,-,69110,69,Sainte-Foy-Les-Lyon,France,-,0,478951967,-,0,www.augardemanger.fr,-,-,,"alexis.jacquier@live.fr,lafermedesbourrettes@gmail.com",augardemanger030@hotmail.fr,45.7411,4.79538,22,2,0,1,1
19,0,Au Palais Fermier,"Notre magasin est composé de 9 agriculteurs associés issus de la région.<br><br>Nous sommes réunis depuis février 2008 pour mutualiser la commercialisation de nos produits respectifs. Ainsi, vous trouverez systématiquement au minimum un producteur à la vente. Notre équipe est aussi composée de 2 vendeuses salariées de notre structure.<br><br>Aujourd’hui, nous comptons plus de 40 producteurs différents dans nos rayons. Voici un petit aperçu de notre gamme:<br>- fruits et légumes frais et en conserve<br>- produits laitiers de vache et de chèvre<br>- viande de veau, de boeuf, d’agneau et de porc<br>- charcuterie<br>- viande de canard gras et foie gras<br>- volailles entières (poulets, pintades, canards) et découpes (foies, gésiers, cuisses, filets, ailes)<br>- lapins<br>- volailles festives (fin d’année): oies, chapons, dindes<br>- truites<br>- huîtres et moules<br>- pain<br>- miel<br>- noix et ses dérivés<br>+ une large gamme d’autres produits à découvrir<br><br>HORAIRES<br>Mercredi à vendredi : 9h-12h30 et 14h30-19h<br>Samedi : 9h-12h30 et 14h30-18h<br>",,Lieu-dit Bourde et Paillet,-,38160,38,Chatte,France,-,0,964473844,476640192,0,-,-,-,,"jeromeogier@voila.fr,earl.blagneux@orange.fr,niconoix@yahoo.fr",,45.1394,5.29895,22,0,0,1,0
20,,Au Plus Pré,"Ce point de vente collectif de producteurs, situé dans un petit village au nord est de Montélimar, propose des produits fermiers régionaux issus de l’Agriculture Biologique ...<br><br>Horaires<br>Mardi et vendredi : 9h - 12h 30 et 15h30 - 19h<br>Mercredi : 9h - 12h30<br>Samedi : 9h - 12h30 et 15h30 - 18h<br>Si ces jours sont fériés, le magasin sera ouvert le matin seulement.",,Place de la Libération,-,26740,26,La Laupie,France,-,0,475501862,-,0,http://www.aupluspre.fr/,-,-,,"valyherba@gmail.com,lavieillemule@gmail.com,florence.rety@sfr.fr",,44.603,4.84542,22,4,0,1,0
21,1,Au Terroir,HORAIRES<br>Le mardi de 7h30 à 19h<br>Le vendredi de 7h30 à 19h,,8 rue Jules Ledin,-,42000,42,Saint-Etienne,France,-,0,477323231,-,0,-,-,-,,"cadier-jeanpaul@wanadoo.fr,fermebertholet@free.fr,sandroubonj@yahoo.fr,brebiopilat@orange.fr,deplaude.anne@wanadoo.fr,adele.lombard286@orange.fr",,45.4434,4.38296,22,0,0,1,1
22,0,Aux Fermes des Rayols,hacked by ekegoregen tht :)," - Produits de la châtaigne - liqueur de verveine - huiles essentielles, eaux florales et beaume - Fromages variés de chèvre et de brebis",4 avenue Charles de Gaulle,-,7140,7,Les Vans,France,-,0,475940093,-,0,-,-,-,,binoud@hotmail.fr,rayols@laposte.net,44.4057,4.12798,22,4,0,1,0
29,0,Autour de l&#146;Aven,,,L&#146;Aven,-,7150,7,Orgnac l&#146;Aven,France,-,0,475377883,-,0,-,-,-,,prasserat@orange.fr,,44.3183,4.41417,22,0,0,1,0
30,0,Au Marché Paysan,"25 fermes des alentours de Millau gèrent collectivement ce lieu qui existe depuis 2003. En plus d’une offre alimentaire variée, le magasin propose également des articles en peau lainée et des paniers en vannerie.<br><br>HORAIRES<br>Ouvert du mardi au samedi de 10h à 13h et de 15h à 19h sauf jours fériés",Huile d&#146;olive - Truites de source bio - Foie gras de canard - Tapenade - Vinaigre de miel,14 rue Mathieu Prévôt,-,12100,12,Millau,France,-,0,565613935,-,0,www.aumarche-paysan.fr,-,-,,"aufildessaisons.bio@orange.fr,contact@ferme-bastide.com",,44.1045,3.08134,14,0,1,1,0
31,3,Au Panier Vert,"Magasin géré sous la forme d’une coopérative qui regroupe 27 agriculteurs locaux. La découpe de la viande, la fabrication de la charcuterie, la préparation des plats cuisinés et des conserves sont réalisés sur place avec les ingrédients produits par les agriculteurs.<br><br>Horaires : <br>Du lundi au vendredi de 9h à 12h et de 14h30 à 19h<br>Le samedi de 9h à 18h30 sans interruption<br>Fermé les dimanches et jours fériés",Fleurs - Crèmes glacées - Cassoulet - Escargots - Hydromel,3862 Hameau de la Croix au Bois,-,59236,59,Frelinghien,France,-,0,320398649,-,0,www.aupaniervert.fr,Mme Catteau,-,,,paniervert.frelinghien@orange.fr,50.6969,2.97683,15,0,0,1,1
32,0,Au Pré des Amis,"La Boutique Atelier des Paysans, collectif créé par 8 copains provenant de 4 entités agricoles. Leur magasin propose à la vente directe les produits de leur ferme, également des produits d’amis producteurs et aussi des produits issus de l’artisanat local.<br><br>Nos horaires d’ouverture :<br>Lundi-Mardi-Mercredi-Jeudi de 9h30 à 13h00<br>Vendredi-samedi de 9h30 à 13h00 et de 15 h à 19 h 00<br>Dimanche de 10 à 13 h 30.",Fleurs - Chutneys - Cailles - Pigeons - Volailles de plein air - Pôteries,Route Nationale 106,-,48160,48,Le Collet-de-Dèze,France,-,0,466456619,-,0,www.aupredesamis.blogspot.fr,-,-,,"cfoubet30@gmail.com,binoud@hotmail.fr,mas.pellet@gmail.com",aupredesamis@gmail.com,44.2456,3.92313,11,0,0,1,0
33,0,Au Pré des Fermes,Le magasin Au Pré des Fermes est géré par un groupe de 10 producteurs répartis dans un rayon de 80 km autour de Bourges.<br><br>HORAIRES<br>Du mardi au vendredi : de 10h à 13h et de 15h à 19h<br>Le samedi : de 10h à 13h et de 15h à 18h,Beurre de baratte - Volailles festives - Agneau de Sologne - Lait cru,9146 route de Paris,-,18110,18,Fussy,France,-,0,248240123,-,0,www.aupredesfermes.fr,-,-,,,aupredesfermes@orange.fr,47.1444,2.42945,6,0,0,1,0
34,4,Baserria,"Stand collectif de producteurs fermiers installé à l’intérieur des Halles, le marché de Saint Jean de Luz. <br><br>HORAIRES<br>En hiver : mardi, vendredi et samedi de 8 h à 13 h<br>En été : du mardi au samedi de 8h à 13h",Ossau-Iraty - Viande de porc basque - Piment d&#146;Espelette - Myrtilles,Les Halles,Boulevard Victor Hugo,64500,64,Saint-Jean-de-Luz,France,-,0,559512823,-,0,-,-,-,,"miren.aire@wanadoo.fr,artzain@nordnet.fr,claude.kratochvil@nordnet.fr,ferme@eyhartzea.com,aguerre.christian@wanadoo.fr,myrtillescambo@gmail.com",,43.3877,-1.66116,2,0,0,1,0
35,0,Biotinel,Biotinel est une coopérative née de la volonté de quelques producteurs tous en agriculture biologique pour vendre leurs productions sans intermédiaire.<br><br>HORAIRES<br>Du 1er Juin jusqu&#146;au 30 Septembre<br>mardi au vendredi : 10h à 13h et de 15h à 19h<br>samedi : 10h à 19h,Garbure landaise - Huile de cameline - Huile de noix - Fleur de sel de Salies-de-Béarn - Confits de canard,768 avenue du Maréchal Foch,-,40990,40,Saint-Paul-Lès-Dax,France,-,0,558743931,-,0,www.biotinel.fr,-,-,,"adamakane@wanadoo.fr,mpdussau@wanadoo.fr,unterecker.klaus@orange.fr,lafermedelibat@orange.fr,ferme.tristan@orange.fr,laurent.big@wanadoo.fr",biotinel@orange.fr,43.7305,-1.04864,2,4,0,1,0
36,0,Brin d&#146;Herbe,70 producteurs des alentours de Rennes vous proposent les produits fermiers et biologiques de leurs exploitations agricoles.<br><br>HORAIRES<br>Mardi et mercredi : 9h-19<br>Vendredi : 9h-19h<br>Samedi : 9h-17h,Volailles festives - Pain au levain bio - Camembert au lait cru bio - Viande de porc bio - Viande de veau bio,Le Grand Chevillé,-,35132,35,Vezin-le-Coquet,France,-,0,299647940,-,0,www.brindherbe35.fr,-,-,,"cottais.philippe@wanadoo.fr,lechampdelair@hotmail.fr,caillard.yves@wanadoo.fr,vergerille@laposte.net,fermeduboisdeboulle@gmail.com,earl.dudosdane@gmail.com,nalaulega.chaumere@orange.fr,ronan.le-gall0414@orange.fr",giebrindherbe@orange.fr,48.1226,-1.7402,5,4,1,1,0
37,0,Brin d&#146;Herbe,70 producteurs des alentours de Rennes vous proposent les produits fermiers et biologiques de leurs exploitations agricoles.<br><br>HORAIRES<br>Mardi et mercredi : 9h-19<br>Vendredi : 9h-19h<br>Samedi : 9h-17h,Volailles festives - Tomme fermière bretonne Le Hirel - Viande de porc bio - Viande de veau bio,Les 4 Vents,-,35135,35,Chantepie,France,-,0,299414895,-,0,www.brindherbe35.fr,-,-,,lechampdelair@hotmail.fr,brindherbe35@orange.fr,48.0808,-1.60167,5,3,1,1,0
38,,Chèvrefeuille,CE MAGASIN NE FIGURE PLUS DANS L'ANNUAIRE,,CE MAGASIN NE FIGURE PLUS DANS L'ANNUAIRE,,,,,France,,0,,,0,,,,,,0,0,0,0,0,0,1,0
39,0,Chez Mon Fermier,<b>CE MAGASIN A FERME SES PORTES DEFINITIVEMENT</b>,,CE MAGASIN A FERME SES PORTES DEFINITIVEMENT,-,,,,France,-,0,,-,0,,-,-,,,,0,0,0,0,0,1,0
40,0,Fraicheur Paysanne,"Nous sommes ouverts depuis Décembre 2010. Dans notre magasin vous y trouverez tous les produits nécessaires pour remplir le frigo : des fruits et légumes frais et de saison, de la charcuterie, de la viande de boeuf, veau, agneau, autruche, porc, du poisson, des fromages, yaourts et lait de vache frais, de la volaille, vins et clairette, miel, conserves de légumes, plats cuisinés, etc...<br>Tous ces produits sont fabriqués de manière raisonnée ou bio et près de chez vous, par des producteurs que vous pourrez rencontrer sur place.<br><br>HORAIRES<br>Du Mercredi au Vendredi: 10h-19h sans interruption<br>Le Samedi de 10h à 18h sans interruption",Autruche - Escargots - Truite fumée,130 route de Chateauneuf,-,26200,26,Montélimar,France,-,0,475523216,-,0,http://fraicheurpaysannemontelimar.jimdo.com/,-,-,,,fraicheurpaysanne@gmail.com,44.5324,4.73777,22,4,0,1,0
41,0,Goasven,"Ce point de vente collectif situé a Goasven, sur la commune de Logonna-Daoulas dans le Finistère, a vu le jour en mai 2013 grâce à la mobilisation de 207 personnes.<br><br>Le magasin propose des produits frais de qualité, issus d’une agriculture paysanne et distribués par les producteurs eux mêmes : <br>fruits et légumes de saison, viandes, pains, pizzas, fougasses, farines de froment et de blé noir, oeufs, fromages, produits laitiers, herbes aromatiques, plantes médicinales...<br><br>Mais Goasven, c’est aussi : un lieu d’échanges et de rencontres animé par une association de consommateurs avec un café associatif, des chantiers participatifs et des animations liées à la citoyenneté et à l’environnement !", - Viande de Porc blanc de l&#146;Ouest - Yaourts au lait de vache bretonne Pie Noire - Miel & farine de blé noir,Goasven,-,29460,29,Logonna-Daoulas,France,-,0,298211958,-,0,www.goasven.fr,-,-,,"ajacob.tome@wanadoo.fr,lesoleilbrillejaune@yahoo.fr,alafermedebiodivy@gmail.com,musellec.catherine@orange.fr,lamageliere@orange.fr,kusky@wanadoo.fr,meotlipous@gmail.com,mallorieb@laposte.net,olivierkermarec@aliceadsl.fr,cmkerangueven@gmail.com",consommacteurs.goasven@gmail.com,48.3399,-4.25854,5,3,0,1,1
42,4,Gohetxea,"Six paysannes et paysans, producteurs fermiers de Soule sont à l&#146;initiative de ce point de vente collectif. Leurs produits répondent au cahier des charges des AOP, Idoki ou de l&#146;Agriculture Biologique.",Ossau-Iraty - Vin d&#146;Irouléguy - Piment d&#146;Espelette - Plantes aromatiques - Plantes médicinales,Ferme Gohetxea - Bourg,-,64470,64,Trois-Villes,France,-,0,559285159,-,0,-,-,-,,"uthurralt@hotmail.fr,j-yves.m-lorraine@wanadoo.fr",,43.1333,-0.876772,2,3,0,1,0
43,0,Hop&#146;La,"21 producteurs réunis dans un même magasin pour vous proposer des produits sains et savoureux, dans le respect des saisons et des méthodes de production, en provenance directe de fermes de la région. Sans intermédiaires, vous serez accueillis et servis directement par les producteurs et bénéficierez ainsi du meilleur de notre terroir.<br><br>Viandes, fruits et légumes, oeufs et poissons, miels et confitures, plantes médicinales et aromates, champignons, crèmes et fromages, vins et jus de fruits, fleurs... Faites votre marché toute l&#146;année !<br><br>Hop&#146;la, c&#146;est aussi la relation de proximité, la défense de la qualité et le respect de l&#146;agriculture locale.",Foie gras de canard - Confiture de Noël - Gewurztraminer Vendanges Tardives - Truites - Pleurotes - Plantes médicinales - Munster,196 route de Saverne,-,67205,67,Oberhausbergen,France,-,0,388308440,-,0,www.hopla-ferme.fr,-,-,,"billmann.martine@club-internet.fr,contact@champichoux.fr,info@blanck-obernai.com,gaecdestroischenes@orange.fr,fjordober@aol.com,gttlmn@wanadoo.fr,jeanmarcschneider@sfr.fr",contact@hopla-ferme.fr,48.6072,7.68006,1,3,0,1,1
44,4,Kaiku Borda,Situé au cœur du Pays Basque ce magasin de producteurs fermiers regroupe une dizaine de fermes.,Salaisons de porc basque - Ossau-Iraty - Confiture de kiwaï - Foie gras de canard - Confits de canard,Route Départementale 918,Village des Artisans,64780,64,Ossès,France,-,0,559491064,-,0,www.kaikuborda.com,-,-,,,"kaikuborda@yahoo.fr,michel.ocafrain@voila.fr,lekaio@wanadoo.fr",43.2386,-1.296,2,3,0,1,0
45,3,L&#146;Aire à Grange,Les 8 exploitants agricoles associés de la SARL l’Aire à Grange ont été les premiers à créer un point de vente collectif dans les Ardennes. Leur offre de produits est étoffée par d’autres producteurs en dépôt vente.<br><br>Ouvert le vendredi de 10h à 19h<br>et le samedi de 9h à 18h,Volailles festives - Miel de tilleul - Meringues - Maroilles - Lait cru - Bières artisanales - Champagne,"7, rue des Remparts",-,8300,8,Le Châtelet-sur-Retourne,France,-,0,324728069,-,0,www.laireagrange.fr,-,-,,"aux-delices-laitiers@orange.fr,vergers.courtois@orange.fr,bcdupuit@club-internet.fr,olivier.douzamy@wanadoo.fr,agatdemorgny@orange.fr,nathalie.barbancon@orange.fr,bcdupuit@club-internet.fr",laireagrange@orange.fr,49.4177,4.27671,7,2,0,1,1
46,3,La Belle Fermière,"La Belle Fermière est une association regroupant 9 producteurs associés qui sont épaulés pour la gestion du magasin par une équipe de 6 salariés. Des producteurs en dépôt vente complètent la gamme de produits. Le magasin dispose d’un rayon type boucherie traditionnelle.<br><br>HORAIRES<br><br>Mardi, mercredi et jeudi : 9h30-12h30 et 16h-19h30<br>Vendredi : 9h30-13h et 15h-19h30<br>Samedi : 9h30-18h30",Pineau des charentes - Cognac cru Fins Bois - Noix - Huile de colza bio - Huile de tournesol bio,Parc de la Rocade,-,16600,16,Ruelle-sur-Touvre,France,-,0,545216450,-,0,www.labellefermiere.com,-,-,,"denis.bourgin@sfr.fr,scea.borde@orange.fr",contact@labellefermiere.com,45.6786,0.188399,20,0,0,1,0
47,3,La Charrette,Point de vente géré sous la forme d&#146;une SARL avec 11 producteurs associés. Une équipe de 7 salariés épaule les producteurs qui assurent une permanence en magasin à tour de rôle. Des produits achetés auprès d&#146;autres producteurs viennent étoffer la gamme. Le magasin dispose d&#146;un rayon type boucherie traditionnelle et d&#146;un rayon charcuterie-traiteur.,Tomme de Touraine - Huile de colza bio - Huile de tournesol bio - Escargots - Volailles festives,"104, avenue de la République",-,37170,37,Chambray-Lès-Tours,France,-,0,247279371,-,0,www.lacharrettedesproducteurs.fr,-,-,,"fruitieretourangelle@orange.fr,contact@pommesdetouraine.com,maurice.bourdel.lait@orange.fr,o.canon@orange.fr,galland.sarl@wanadoo.fr,limouzinfreres@orange.fr,ferme-de-la-roche-martel@orange.fr",lacharette37@orange.fr,47.3389,0.728294,6,2,1,1,0
48,0,La Compagnie Fermière,La Compagnie Fermière a été fondé par 7 familles d&#146;agriculteurs installées dans le Lot-et-Garonne et dans les Landes. Le magasin dispose d&#146;un rayon type boucherie traditionnelle.,Armagnac - Floc de Gascogne - Escargots - Veloutés de légumes - Jus de kiwi - Canard gras,6 allée Mégevie,-,33170,33,Gradignan,France,-,0,557961045,-,0,www.lacompagniefermiere.fr,-,-,,,contact@lacompagniefermiere.fr,44.7745,-0.639965,2,0,0,1,0
49,3,La Ferme Coutançaise,12 producteurs de la région de Coutances se sont associés pour créer le magasin La Ferme Coutançaise. Ils proposent des produits de saison en direct de leur ferme.,Truites Arc-en-ciel - Saumon fumé - Calvados de réserve - Confiture de lait - Confit de cidre - Jus de pomme bio - Volailles festives - Teurgoule,92A Avenue Division Leclerc,-,50200,50,Coutances,France,-,0,233079422,-,0,http://www.ferme-coutancaise.com/,-,-,,"chevreriedespoitevines@orange.fr,elevagedelafraserie@orange.fr,earl.olivier@laposte.net,roland.venisse@orange.fr,catherinelecardonnel@free.fr,fermedelafremondiere@hotmail.fr,pierreosmont@hotmail.fr,gisele.enault@orange.fr,mailto%20:christophe.lescalier@wanadoo.fr,r.saintlo@wanadoo.fr",ferme.coutancaise@gmail.com,49.0636,-1.43286,16,1,0,1,0
50,0,La Ferme de Portiragnes,Point de vente qui réunit 13 producteurs qui proposent les produits issus de leurs exploitations. Des producteurs apporteurs complètent la gamme de produits.,Eau de vie de prune - Huile d&#146;olive - Huile de soja - Muscat - Roquefort - Cochon de lait - Produits cosmétiques au lait d&#146;anesse,ZAE Le Puech,Route Départementale 612,34420,34,Portiragnes,France,-,0,467218592,-,0,www.lafermedeportiragnes.com,-,-,,christelle.pages34@gmail.com,lafermedeportiragnes@orange.fr,43.313,3.3423,11,0,0,1,0
51,0,La Ferme des Paysans,Les produits proposés dans ce point de vente proviennent des 9 producteurs associés et de 21 producteurs en dépôt vente. Quelques produits issus du commerce équitable complètent la gamme.,Miel de lavande - Miel d&#146;accacia - Crème de châtaignes - Vinaigre de miel - Huile d&#146;olive - Viande de cheval - Viande d&#146;agneau bio,Le Pêcher,-,43120,43,Monistrol-sur-Loire,France,-,0,471665509,-,0,www.lafermedespaysans.fr,-,-,,"pascal.boyer0012@orange.fr,poncetjea@wanadoo.fr,dumabeilles43@wanadoo.fr,isabelle-valentin@orange.fr,bernadette.jp.verot@wanadoo.fr",,45.29,4.15397,3,3,0,1,0
